2025-10-09 17:04:18.137 | background-preinit | DEBUG | org.jboss.logging | Logging Provider: org.jboss.logging.Slf4jLoggerProvider found via system property
2025-10-09 17:04:19.848 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.sql.init.dependency.DatabaseInitializationDependencyConfigurer$DependsOnDatabaseInitializationPostProcessor'
2025-10-09 17:04:19.919 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerProcessor'
2025-10-09 17:04:19.921 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'conversionServicePostProcessor'
2025-10-09 17:04:19.939 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.data.jpa.domain.support.AuditingBeanFactoryPostProcessor'
2025-10-09 17:04:19.940 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'bootstrapExecutorAliasPostProcessor'
2025-10-09 17:04:19.942 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'preserveErrorControllerTargetClassPostProcessor'
2025-10-09 17:04:19.944 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory'
2025-10-09 17:04:19.944 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.transaction.config.internalTransactionalEventListenerFactory'
2025-10-09 17:04:19.952 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.test.mock.mockito.MockitoPostProcessor$SpyPostProcessor'
2025-10-09 17:04:19.954 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
2025-10-09 17:04:19.959 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
2025-10-09 17:04:19.965 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.annotation.internalPersistenceAnnotationProcessor'
2025-10-09 17:04:19.967 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
2025-10-09 17:04:19.968 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.context.internalConfigurationPropertiesBinder'
2025-10-09 17:04:19.973 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'jdbcConnectionDetailsHikariBeanPostProcessor'
2025-10-09 17:04:19.977 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.aop.config.internalAutoProxyCreator'
2025-10-09 17:04:20.007 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'methodValidationPostProcessor'
2025-10-09 17:04:20.010 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'methodValidationPostProcessor' via factory method to bean named 'environment'
2025-10-09 17:04:20.043 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar.methodValidationExcludeFilter'
2025-10-09 17:04:20.077 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'persistenceExceptionTranslationPostProcessor'
2025-10-09 17:04:20.078 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'persistenceExceptionTranslationPostProcessor' via factory method to bean named 'environment'
2025-10-09 17:04:20.084 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'webServerFactoryCustomizerBeanPostProcessor'
2025-10-09 17:04:20.085 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'errorPageRegistrarBeanPostProcessor'
2025-10-09 17:04:20.086 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'projectingArgumentResolverBeanPostProcessor'
2025-10-09 17:04:20.087 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'preFilterAuthorizationAdvisor'
2025-10-09 17:04:20.088 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'preFilterAuthorizationMethodInterceptor'
2025-10-09 17:04:20.116 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'preAuthorizeAuthorizationAdvisor'
2025-10-09 17:04:20.116 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'preAuthorizeAuthorizationMethodInterceptor'
2025-10-09 17:04:20.117 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'postFilterAuthorizationAdvisor'
2025-10-09 17:04:20.118 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'postFilterAuthorizationMethodInterceptor'
2025-10-09 17:04:20.119 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'postAuthorizeAuthorizationAdvisor'
2025-10-09 17:04:20.119 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'postAuthorizeAuthorizationMethodInterceptor'
2025-10-09 17:04:20.121 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'authorizeReturnObjectAdvisor'
2025-10-09 17:04:20.121 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'authorizeReturnObjectMethodInterceptor'
2025-10-09 17:04:20.125 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-10-09 17:04:20.126 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration'
2025-10-09 17:04:20.152 | main | DEBUG | o.s.a.a.a.ReflectiveAspectJAdvisorFactory | Found AspectJ method: public void org.springframework.beans.factory.aspectj.AbstractDependencyInjectionAspect.ajc$before$org_springframework_beans_factory_aspectj_AbstractDependencyInjectionAspect$1$e854fa65(java.lang.Object)
2025-10-09 17:04:20.154 | main | DEBUG | o.s.a.a.a.ReflectiveAspectJAdvisorFactory | Found AspectJ method: public void org.springframework.beans.factory.aspectj.AbstractDependencyInjectionAspect.ajc$afterReturning$org_springframework_beans_factory_aspectj_AbstractDependencyInjectionAspect$2$1ea6722c(java.lang.Object)
2025-10-09 17:04:20.154 | main | DEBUG | o.s.a.a.a.ReflectiveAspectJAdvisorFactory | Found AspectJ method: public void org.springframework.beans.factory.aspectj.AbstractDependencyInjectionAspect.ajc$afterReturning$org_springframework_beans_factory_aspectj_AbstractDependencyInjectionAspect$3$6aa27052(java.lang.Object)
2025-10-09 17:04:20.335 | main | DEBUG | o.s.a.a.AspectJExpressionPointcut | Pointcut parser rejected expression [(beanConstruction(bean) && (preConstructionCondition() && inConfigurableBean()))]: org.aspectj.weaver.tools.UnsupportedPointcutPrimitiveException: Pointcut expression 'if(false)' contains unsupported pointcut primitive 'if'
2025-10-09 17:04:20.337 | main | DEBUG | o.s.a.a.AspectJExpressionPointcut | Pointcut parser rejected expression [(beanConstruction(bean) && (postConstructionCondition() && inConfigurableBean()))]: org.aspectj.weaver.tools.UnsupportedPointcutPrimitiveException: Pointcut expression 'if(false)' contains unsupported pointcut primitive 'if'
2025-10-09 17:04:20.339 | main | DEBUG | o.s.a.a.AspectJExpressionPointcut | Pointcut parser rejected expression [(beanDeserialization(bean) && inConfigurableBean())]: org.aspectj.weaver.tools.UnsupportedPointcutPrimitiveException: Pointcut expression 'if(false)' contains unsupported pointcut primitive 'if'
2025-10-09 17:04:20.341 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'transactionAttributeSource'
2025-10-09 17:04:20.347 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'transactionInterceptor'
2025-10-09 17:04:20.348 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'transactionInterceptor' via factory method to bean named 'transactionAttributeSource'
2025-10-09 17:04:20.353 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'org.springframework.transaction.config.internalTransactionAdvisor' via factory method to bean named 'transactionAttributeSource'
2025-10-09 17:04:20.353 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'org.springframework.transaction.config.internalTransactionAdvisor' via factory method to bean named 'transactionInterceptor'
2025-10-09 17:04:20.405 | main | DEBUG | o.s.u.c.s.UiApplicationContextUtils | Unable to locate ThemeSource with name 'themeSource': using default [org.springframework.ui.context.support.ResourceBundleThemeSource@1a914089]
2025-10-09 17:04:20.408 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'applicationTaskExecutor'
2025-10-09 17:04:20.408 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.task.TaskExecutorConfigurations$TaskExecutorConfiguration'
2025-10-09 17:04:20.411 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'threadPoolTaskExecutorBuilder'
2025-10-09 17:04:20.412 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.task.TaskExecutorConfigurations$ThreadPoolTaskExecutorBuilderConfiguration'
2025-10-09 17:04:20.417 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'spring.task.execution-org.springframework.boot.autoconfigure.task.TaskExecutionProperties'
2025-10-09 17:04:20.419 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.context.properties.BoundConfigurationProperties'
2025-10-09 17:04:20.427 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'stringOrNumberMigrationVersionConverter'
2025-10-09 17:04:20.435 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'threadPoolTaskExecutorBuilder' via factory method to bean named 'spring.task.execution-org.springframework.boot.autoconfigure.task.TaskExecutionProperties'
2025-10-09 17:04:20.440 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'applicationTaskExecutor' via factory method to bean named 'threadPoolTaskExecutorBuilder'
2025-10-09 17:04:20.454 | main | DEBUG | o.s.s.c.ThreadPoolTaskExecutor | Initializing ExecutorService 'applicationTaskExecutor'
2025-10-09 17:04:20.464 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.test.context.support.internalDynamicPropertyRegistrarBeanInitializer'
2025-10-09 17:04:20.467 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'flyway'
2025-10-09 17:04:20.468 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration'
2025-10-09 17:04:20.469 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'spring.flyway-org.springframework.boot.autoconfigure.flyway.FlywayProperties'
2025-10-09 17:04:20.493 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration' via constructor to bean named 'spring.flyway-org.springframework.boot.autoconfigure.flyway.FlywayProperties'
2025-10-09 17:04:20.501 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'flywayConnectionDetails'
2025-10-09 17:04:20.505 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'resourceProviderCustomizer'
2025-10-09 17:04:20.507 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'flyway' via factory method to bean named 'flywayConnectionDetails'
2025-10-09 17:04:20.508 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'flyway' via factory method to bean named 'org.springframework.web.context.support.GenericWebApplicationContext@b558294'
2025-10-09 17:04:20.508 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'flyway' via factory method to bean named 'resourceProviderCustomizer'
2025-10-09 17:04:20.538 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'dataSource'
2025-10-09 17:04:20.538 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceConfiguration$Hikari'
2025-10-09 17:04:20.540 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties'
2025-10-09 17:04:20.548 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'jdbcConnectionDetails'
2025-10-09 17:04:20.548 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$PooledDataSourceConfiguration'
2025-10-09 17:04:20.550 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'jdbcConnectionDetails' via factory method to bean named 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties'
2025-10-09 17:04:20.552 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'dataSource' via factory method to bean named 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties'
2025-10-09 17:04:20.552 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'dataSource' via factory method to bean named 'jdbcConnectionDetails'
2025-10-09 17:04:20.552 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'dataSource' via factory method to bean named 'environment'
2025-10-09 17:04:20.559 | main | DEBUG | com.zaxxer.hikari.HikariConfig | Class org.postgresql.Driver found in Thread context class loader jdk.internal.loader.ClassLoaders$AppClassLoader@70dea4e
2025-10-09 17:04:20.796 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Creating shared instance of singleton bean 'flywayInitializer'
2025-10-09 17:04:20.797 | main | DEBUG | o.s.b.f.s.DefaultListableBeanFactory | Autowiring by type from bean name 'flywayInitializer' via factory method to bean named 'flyway'
2025-10-09 17:04:20.807 | main | DEBUG | o.f.c.i.s.classpath.ClassPathScanner | Scanning for classpath resources at 'classpath:db/callback' ...
2025-10-09 17:04:20.807 | main | DEBUG | o.f.c.i.s.classpath.ClassPathScanner | Determining location urls for classpath:db/callback using ClassLoader jdk.internal.loader.ClassLoaders$AppClassLoader@70dea4e ...
2025-10-09 17:04:20.807 | main | DEBUG | o.f.c.i.s.classpath.ClassPathScanner | Unable to resolve location classpath:db/callback.
2025-10-09 17:04:20.807 | main | DEBUG | o.f.c.i.s.classpath.ClassPathScanner | Scanning for classpath resources at 'classpath:db/migration' ...
2025-10-09 17:04:20.807 | main | DEBUG | o.f.c.i.s.classpath.ClassPathScanner | Determining location urls for classpath:db/migration using ClassLoader jdk.internal.loader.ClassLoaders$AppClassLoader@70dea4e ...
2025-10-09 17:04:20.808 | main | DEBUG | o.f.c.i.s.classpath.ClassPathScanner | Scanning URL: file:/D:/Dhrubok(Intern)/basicSpringPractice/basicSpringPractice/target/classes/db/migration
